Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
36.05,.8704,3.3545,1.955,.0575
36.055,.8639,3.3552,2.1963,.0173
36.06,.8665,3.3555,2.4126,-.0099
36.065,.8607,3.3441,2.5421,-.0429
36.07,.875,3.3587,2.6072,-.0779
36.075,.8733,3.3617,2.8466,-.0609
36.08,.8766,3.363,2.9309,-.0315
36.085,.8847,3.3649,2.9867,-.0118
36.09,.8882,3.3656,2.9335,.0046
36.095,.8941,3.3681,2.7989,.017
36.1,.8951,3.3656,2.7195,.0216
36.105,.8947,3.3649,2.7269,.0248
36.11,.887,3.363,2.761,.0269
36.115,.8775,3.3633,2.6147,.0003
36.12,.8798,3.363,2.6231,-.017
36.125,.8678,3.3613,2.6355,-.0121
36.13,.8931,3.3646,2.6731,-.0086
36.135,.8925,3.3643,2.7671,-.0013
36.14,.8973,3.3639,2.8265,.0034
36.145,.8977,3.3665,2.8301,.0025
36.15,.8662,3.3649,2.8028,.0013
36.155,.8814,3.3662,2.7496,-.0039
36.16,.8788,3.363,2.737,-.0052
36.165,.8733,3.3656,2.6912,-.005
36.17,.872,3.3668,2.6883,-.0014
36.175,.8853,3.3704,2.7071,.0018
36.18,.8853,3.3659,2.7208,.0016
36.185,.8792,3.3662,2.7538,.001
36.19,.875,3.3656,2.7425,-.0058
36.195,.7764,3.3665,2.786,-.0037
36.2,.7841,3.3662,2.7769,.0026
36.205,.7595,3.3668,2.7373,.0078
36.21,.8516,3.3665,2.6844,.007
36.215,.9106,3.3668,2.6488,-.0003
36.22,.8844,3.3652,2.6874,-.0019
36.225,.8798,3.3639,2.7058,-.0039
36.23,.873,3.3668,2.7152,-.0031
36.235,.9119,3.3672,2.738,-.0011
36.24,.9002,3.3659,2.723,-.0009
36.245,.8915,3.3688,2.7247,.0021
36.25,.8866,3.3685,2.7247,.0046
36.255,.887,3.373,2.6874,.0015
36.26,.8762,3.3675,2.7075,
36.265,.8704,3.3681,2.713,-.0043
36.27,.7997,3.3681,2.7065,-.0102
36.275,.7543,3.3691,2.7733,-.006
36.28,.7449,3.3672,2.7843,.0012
36.285,.7699,3.3688,2.7694,.0029
36.29,.8954,3.3698,2.7827,.0052
36.295,.8964,3.3691,2.7503,.0013
36.3,.8996,3.3691,2.7425,-.0022
36.305,.8857,3.3623,2.7178,-.0042
36.31,.8892,3.3694,2.7036,-.0037
36.315,.8805,3.372,2.724,-.004
36.32,.875,3.3737,2.7136,-.0056
36.325,.8986,3.3711,2.7324,-.0065
36.33,.8964,3.372,2.7464,-.0073
36.335,.7631,3.3724,2.7633,.0003
36.34,.7433,3.3717,2.7778,.0044
36.345,.7725,3.3727,2.7454,.0025
36.35,.8471,3.3743,2.7457,.0041
36.355,.8659,3.3717,2.7204,.001
36.36,.8762,3.3724,2.7185,.0033
36.365,.8967,3.3733,2.7003,.001
36.37,.9187,3.372,2.6916,.0036
36.375,.8944,3.3717,2.7172,.0059
36.38,.8957,3.3743,2.7149,.0033
36.385,.872,3.3714,2.7396,.0039
36.39,.8775,3.3724,2.6968,.0002
36.395,.9051,3.3727,2.7042,-.0031
36.4,.8665,3.3724,2.7078,-.0048
36.405,.9658,3.373,2.6997,-.0043
36.41,.8921,3.3753,2.6984,-.0061
36.415,.8772,3.3824,2.7104,-.0053
36.42,.8808,3.3737,2.7292,-.0082
36.425,.8918,3.3753,2.7422,-.0111
36.43,.9067,3.3737,2.7285,-.0137
36.435,.9067,3.3759,2.7788,-.009
36.44,.7968,3.3776,2.7791,-.0018
36.445,.7744,3.3743,2.8025,.0039
36.45,.7673,3.3763,2.771,.0047
36.455,.7776,3.3769,2.748,.0025
36.46,.7695,3.3766,2.7341,.0021
36.465,.7582,3.3759,2.7367,.0025
36.47,.8532,3.3772,2.7263,.006
36.475,.8863,3.3789,2.7042,-.0031
36.48,.8915,3.3766,2.7091,-.0014
36.485,.9106,3.3769,2.7091,.0007
36.49,.9077,3.3772,2.7013,.0007
36.495,.8996,3.3772,2.7344,.0016
36.5,.9035,3.3776,2.7292,.0028
36.505,.9022,3.3795,2.7324,.0005
36.51,.8925,3.3879,2.7354,.0008
36.515,.9132,3.3763,2.7104,.0028
36.52,.8951,3.3776,2.7247,.0036
36.525,.9142,3.3831,2.713,.0037
36.53,.8944,3.3779,2.7042,.005
36.535,.8837,3.3789,2.7272,.0026
36.54,.9268,3.3886,2.7162,.0028
36.545,.9168,3.3776,2.7344,.0026
36.55,.9178,3.3789,2.7308,.0023
36.555,.8779,3.3766,2.7292,.0018
36.56,.885,3.3776,2.7253,.0023
36.565,.9288,3.3776,2.7315,.0062
36.57,.884,3.3766,2.7431,.0018
36.575,.8964,3.3779,2.7289,.0008
36.58,.8928,3.3779,2.7298,-.0016
36.585,.898,3.3779,2.7386,-.0039
36.59,.9077,3.3785,2.7311,-.0056
36.595,.8951,3.3789,2.7791,-.0021
36.6,.8964,3.3795,2.7665,.0026
36.605,.9022,3.3789,2.7675,.0036
36.61,.9739,3.3785,2.7561,.0042
36.615,.9204,3.3798,2.725,.001
36.62,.8944,3.3789,2.7221,-.0009
36.625,.9103,3.3798,2.7084,.0005
36.63,.9093,3.3808,2.7055,-.0003
36.635,.8957,3.3821,2.7127,.0005
36.64,.9191,3.3798,2.725,.0016
36.645,.8892,3.3805,2.7276,.001
36.65,.9041,3.3847,2.7337,.0003
36.655,.9022,3.3792,2.7354,.0002
36.66,.8954,3.3801,2.7295,.0007
36.665,.9135,3.3763,2.7269,.0023
36.67,.887,3.3801,2.7149,.0037
36.675,.9236,3.3805,2.7136,.0033
36.68,.8996,3.3795,2.7149,.0033
36.685,.9035,3.3801,2.7266,.0012
36.69,.8847,3.3808,2.7438,.002
36.695,.9278,3.3766,2.726,.002
36.7,.8973,3.3811,2.7405,.0037
36.705,.9048,3.3805,2.7321,.0041
36.71,.9061,3.3798,2.7337,.0018
36.715,.8857,3.3801,2.747,.0031
36.72,.8941,3.3801,2.7412,.0049
36.725,.8941,3.3857,2.7607,.0031
36.73,.8918,3.3811,2.7438,.0039
36.735,.9324,3.3808,2.7315,.0005
36.74,.9051,3.3818,2.7185,-.0016
36.745,.8912,3.3814,2.7068,-.0013
36.75,.8831,3.3811,2.713,.0002
36.755,.9054,3.3818,2.7318,.0003
36.76,.9184,3.3792,2.7451,.001
36.765,.8986,3.3818,2.7373,.0007
36.77,.922,3.3814,2.7493,
36.775,.9191,3.3837,2.7467,.0008
36.78,.995,3.3818,2.7321,.0005
36.785,.9135,3.3811,2.7263,.002
36.79,.9051,3.3792,2.7256,.0026
36.795,.9236,3.3798,2.7201,.0029
36.8,.8986,3.3821,2.7175,.0031
36.805,.9223,3.3805,2.7305,.0026
36.81,.8957,3.3818,2.7234,.0025
36.815,.9054,3.3811,2.7292,.0029
36.82,.9366,3.3766,2.7328,.0031
36.825,.9097,3.3824,2.7185,.0033
36.83,.9064,3.385,2.7104,.0008
36.835,.909,3.3814,2.7188,.0033
36.84,.9388,3.3827,2.7214,.0023
36.845,.8964,3.3827,2.7227,-.0014
36.85,.9161,3.3831,2.736,.0018
36.855,.9375,3.3827,2.7415,.0018
36.86,.9035,3.3831,2.724,.0026
36.865,.887,3.3837,2.7234,.0015
36.87,.908,3.3834,2.7311,.0015
36.875,.9097,3.384,2.7334,.0037
36.88,.909,3.3853,2.7127,-.0014
36.885,.9071,3.3834,2.7276,-.0024
36.89,1.0702,3.384,2.7204,-.0045
36.895,.9165,3.384,2.747,-.0001
36.9,.9064,3.3844,2.7574,.0042
36.905,.9019,3.3847,2.7778,.0049
36.91,.9207,3.385,2.7538,.0041
36.915,.9074,3.3772,2.726,.0002
36.92,.9139,3.3847,2.725,-.0018
36.925,.9778,3.385,2.6974,-.0016
36.93,.9074,3.3808,2.6971,-.0008
36.935,.9129,3.3853,2.7198,.0012
36.94,.9165,3.3863,2.7305,.0005
36.945,.91,3.397,2.7214,.0007
36.95,.9716,3.3853,2.7285,.0012
36.955,.9045,3.386,2.7363,
36.96,.9119,3.3837,2.7331,-.0001
36.965,.9045,3.3847,2.7117,-.0006
36.97,.9242,3.3847,2.726,.0025
36.975,.9314,3.387,2.7347,.0052
36.98,.9265,3.386,2.7169,.0039
36.985,.9395,3.3857,2.7302,.0046
36.99,.9411,3.3853,2.774,.0049
36.995,.9058,3.3873,2.7272,.0018
37,.959,3.387,2.713,.0036
37.005,.9139,3.3883,2.7088,.0007
37.01,.9784,3.386,2.7036,.0033
37.015,.9226,3.3857,2.7331,.0041
37.02,.9097,3.386,2.7321,.0036
37.025,.9239,3.386,2.7415,.0025
37.03,.9187,3.3863,2.7483,.0029
37.035,.9294,3.3879,2.747,.0016
37.04,.9142,3.3902,2.7448,.0018
37.045,.911,3.3863,2.7276,.0021
37.05,.9152,3.3863,2.7266,.0026
37.055,.9139,3.387,2.7266,.0025
37.06,.9431,3.3866,2.7256,.002
37.065,.9152,3.3847,2.7438,.0023
37.07,.9236,3.3821,2.737,.0025
37.075,.9184,3.3866,2.7341,.0026
37.08,.9379,3.3863,2.7324,.0036
37.085,.9586,3.387,2.7289,.0033
37.09,.9298,3.3873,2.723,.002
37.095,.9288,3.3857,2.7071,.0031
37.1,.9262,3.3831,2.7328,.0029
37.105,.9226,3.387,2.7256,.0026
37.11,.9197,3.387,2.7435,.0029
37.115,.9213,3.387,2.7243,.0026
37.12,.9171,3.387,2.7211,.0033
37.125,.9161,3.3873,2.7071,-.0001
37.13,.9054,3.3912,2.7305,.0033
37.135,.9242,3.3905,2.7302,.0031
37.14,.9113,3.3873,2.7396,.0033
37.145,.9054,3.3873,2.7295,.0025
37.15,.898,3.3876,2.7302,.0028
37.155,.9035,3.3879,2.7428,.0041
37.16,.9226,3.3896,2.7269,.0015
37.165,.9145,3.387,2.7389,.0018
37.17,.9343,3.3883,2.7237,.002
37.175,.9226,3.387,2.7347,.0013
37.18,.9528,3.3873,2.736,.0007
37.185,.9187,3.387,2.7457,-.0005
37.19,.9097,3.3853,2.7282,.0003
37.195,.9171,3.3879,2.7383,.0003
37.2,.9113,3.3879,2.7376,.002
37.205,.9648,3.385,2.7451,.0033
37.21,.9337,3.3883,2.738,.0028
37.215,.8231,3.3879,2.76,.006
37.22,.8033,3.3892,2.7269,.0036
37.225,.8211,3.3918,2.7438,.0033
37.23,.8049,3.3873,2.749,.0039
37.235,.9363,3.3883,2.7029,.0005
37.24,.9236,3.3899,2.7104,
37.245,.9249,3.3879,2.7088,.0023
37.25,.9184,3.3873,2.7055,-.0009
37.255,.9116,3.386,2.7172,.0018
37.26,.9135,3.3879,2.7367,.0036
37.265,.9648,3.3883,2.7324,.0025
37.27,.9337,3.3876,2.7386,.0034
37.275,.9259,3.3876,2.7289,.0029
37.28,.9324,3.3876,2.7062,.0026
37.285,.9181,3.3883,2.7344,.0031
37.29,.9152,3.3853,2.7272,.0023
37.295,.9174,3.3883,2.7389,.0029
37.3,.9084,3.3886,2.747,.0034
37.305,.9333,3.3896,2.7191,.0036
37.31,.9252,3.3886,2.7422,.0039
37.315,.9398,3.3892,2.7448,.0028
37.32,.9145,3.4003,2.7373,.0034
37.325,.9181,3.3879,2.7337,.0049
37.33,.9087,3.3883,2.7078,.0033
37.335,.9035,3.3883,2.7399,.0034
37.34,.9369,3.3883,2.7415,.0044
37.345,.9252,3.3889,2.737,.0055
37.35,.9333,3.3931,2.7461,.0029
37.355,.9197,3.3879,2.7165,.0034
37.36,.9187,3.3883,2.7224,.0042
37.365,.9184,3.3886,2.7389,.0037
37.37,.9006,3.3873,2.7311,.0037
37.375,.932,3.3889,2.7247,.0057
37.38,.9239,3.3889,2.7295,.0033
37.385,.933,3.3879,2.7295,.0041
37.39,.9181,3.3886,2.7373,.0036
37.395,.9255,3.3883,2.7266,.0036
37.4,.9259,3.3915,2.7243,.0029
37.405,.9236,3.387,2.7363,.0016
37.41,.9184,3.386,2.7269,.0033
37.415,.9142,3.3883,2.7324,.0033
37.42,.9148,3.3879,2.7198,.0034
37.425,.9116,3.3879,2.7276,.0033
37.43,.934,3.3873,2.7454,.0034
37.435,.9418,3.3883,2.726,.0036
37.44,.9268,3.3889,2.7152,.0083
37.445,.9337,3.3902,2.7477,.0034
37.45,.9372,3.3883,2.7363,.0033
37.455,.9366,3.3876,2.7402,.005
37.46,.9181,3.3883,2.7373,.0034
37.465,.9142,3.3883,2.7389,.0039
37.47,.9453,3.3889,2.7396,.0057
37.475,.9074,3.3912,2.7328,.0033
37.48,.9168,3.3879,2.7337,.0034
37.485,.9424,3.3886,2.7256,.0042
37.49,.9236,3.3889,2.7217,.0031
37.495,.956,3.3883,2.7422,.0034
37.5,.9191,3.3886,2.7386,.0029
37.505,.9155,3.3876,2.7321,.0039
37.51,.947,3.3886,2.723,.0033
37.515,.9379,3.3883,2.735,.0029
37.52,.9252,3.3912,2.7409,.0029
37.525,.9191,3.3883,2.724,.0016
37.53,.9223,3.3866,2.7263,.0028
37.535,.9168,3.3905,2.6938,-.0016
37.54,.923,3.3883,2.701,-.0061
37.545,.9262,3.3892,2.6741,-.0129
37.55,.9255,3.3902,2.653,-.0235
37.555,.933,3.3905,2.4555,-.0552
37.56,.9499,3.3941,2.4574,-.0817
37.565,.9541,3.4025,2.4785,-.1104
37.57,.968,3.4035,2.506,-.1416
37.575,.9797,3.4097,2.4694,-.175
37.58,.9891,3.4174,2.4454,-.2054
37.585,.9953,3.4259,2.4402,-.2376
37.59,1.0164,3.4366,2.4396,-.2658
37.595,1.042,3.4486,2.5125,-.2954
37.6,1.077,3.4466,2.4931,-.3238
37.605,1.1078,3.4726,2.5521,-.3401
37.61,1.1279,3.4862,2.5605,-.3668
37.615,1.1565,3.5018,2.5667,-.3884
37.62,1.1707,3.5173,2.5502,-.4078
37.625,1.2116,3.5355,2.5459,-.4339
37.63,1.2314,3.5543,2.5245,-.4551
37.635,1.2583,3.5705,2.555,-.4768
37.64,1.2872,3.589,2.5712,-.4968
37.645,1.3345,3.6091,2.5985,-.5027
37.65,1.3602,3.6286,2.5891,-.5203
37.655,1.403,3.65,2.7029,-.5087
37.66,1.4581,3.673,2.7658,-.503
37.665,1.4938,3.6815,2.7707,-.5066
37.67,1.5321,3.7126,2.7694,-.4975
37.675,1.5752,3.7337,2.7983,-.5143
37.68,1.618,3.7551,2.783,-.5138
37.685,1.654,3.7765,2.7814,-.5024
37.69,1.6923,3.7979,2.7678,-.5143
37.695,1.7351,3.8167,2.8336,-.4923
37.7,1.7766,3.8358,2.7928,-.4944
37.705,1.8165,3.8553,2.7856,-.4999
37.71,1.8577,3.8751,2.8135,-.4956
37.715,1.8853,3.8936,2.8304,-.4915
37.72,1.9355,3.915,2.7869,-.499
37.725,1.9813,3.9341,2.8025,-.4868
37.73,2.0153,3.9572,2.8489,-.4823
37.735,2.0546,3.975,2.8236,-.4832
37.74,2.0958,3.9957,2.8155,-.4761
37.745,2.1259,4.0149,2.846,-.4761
37.75,2.1512,4.0347,2.8391,-.4808
37.755,2.1898,4.0532,2.7973,-.4789
37.76,2.2294,4.0694,2.8518,-.4708
37.765,2.2547,4.0908,2.8171,-.4672
37.77,2.2832,4.1083,2.7908,-.4509
37.775,2.317,4.1287,2.8278,-.4415
37.78,2.3598,4.1482,2.8456,-.4311
37.785,2.3844,4.1638,2.8586,-.4169
37.79,2.4204,4.1819,2.868,-.4141
37.795,2.4597,4.2101,2.8437,-.4123
37.8,2.4889,4.2153,2.8991,-.406
37.805,2.5304,4.2296,2.8505,-.3991
37.81,2.5541,4.2484,2.8164,-.3984
37.815,2.5852,4.2604,2.8404,-.3851
37.82,2.6274,4.2812,2.8372,-.3824
37.825,2.6569,4.2997,2.881,-.3814
37.83,2.6887,4.3139,2.8907,-.3749
37.835,2.7149,4.3295,2.881,-.3753
37.84,2.7402,4.347,2.8469,-.3743
37.845,2.7678,4.3613,2.8362,-.3641
37.85,2.8061,4.3759,2.8589,-.355
37.855,2.8349,4.3921,2.8761,-.3531
37.86,2.8758,4.3999,2.879,-.3398
37.865,2.8991,4.4187,2.8644,-.3335
37.87,2.9222,4.4323,2.8644,-.3314
37.875,2.9478,4.4453,2.855,-.3346
37.88,2.9734,4.4612,2.8356,-.3406
37.885,2.9935,4.4738,2.831,-.3388
37.89,3.026,4.4878,2.8408,-.3345
37.895,3.0428,4.4998,2.8554,-.3277
37.9,3.0542,4.514,2.9027,-.3212
37.905,3.074,4.5261,2.8826,-.3178
37.91,3.0967,4.5387,2.8489,-.3199
37.915,3.1236,4.5517,2.8573,-.3175
37.92,3.1609,4.5653,2.8638,-.3147
37.925,3.1881,4.5724,2.8297,-.3134
37.93,3.2053,4.5893,2.8207,-.3136
37.935,3.2287,4.6016,2.8074,-.3105
37.94,3.2514,4.6146,2.858,-.3094
37.945,3.2747,4.6302,2.8297,-.3134
37.95,3.3081,4.6415,2.8142,-.3113
37.955,3.3438,4.6545,2.8233,-.3205
37.96,3.3737,4.6678,2.8177,-.3158
37.965,3.3889,4.6811,2.8301,-.3128
37.97,3.4097,4.6947,2.8531,-.3131
37.975,3.4392,4.707,2.8404,-.3089
37.98,3.4742,4.7207,2.8271,-.3163
37.985,3.516,4.734,2.8002,-.3243
37.99,3.5439,4.7424,2.8333,-.3243
37.995,3.5598,4.7599,2.7892,-.3377
38,3.5735,4.7745,2.8126,-.3421
38.005,3.6101,4.7897,2.795,-.3403
38.01,3.6318,4.8017,2.784,-.355
38.015,3.675,4.8183,2.8372,-.3544
38.02,3.6983,4.83,2.8356,-.3528
38.025,3.7201,4.8465,2.8158,-.3626
38.03,3.7256,4.8624,2.8382,-.3665
38.035,3.7512,4.8763,2.8171,-.3702
38.04,3.7807,4.8913,2.8041,-.3816
38.045,3.8316,4.9081,2.8184,-.3706
38.05,3.8569,4.9227,2.8022,-.372
38.055,3.8738,4.9331,2.8187,-.377
38.06,3.9007,4.9552,2.8255,-.3837
38.065,3.9367,4.9717,2.8233,-.3916
38.07,3.9834,4.9879,2.8129,-.4131
38.075,4.0198,5.0116,2.8025,-.4167
38.08,4.0467,5.0226,2.795,-.4185
38.085,4.071,5.0392,2.7983,-.4287
38.09,4.1138,5.0564,2.8161,-.4356
38.095,4.1741,5.0735,2.833,-.4374
38.1,4.2108,5.0907,2.8077,-.4467
38.105,4.2322,5.1105,2.8294,-.4522
38.11,4.2705,5.128,2.8346,-.4541
38.115,4.3091,5.1485,2.785,-.4692
38.12,4.3567,5.1614,2.8164,-.4735
38.125,4.3905,5.1845,2.8366,-.4718
38.13,4.4229,5.2039,2.8268,-.4721
38.135,4.4638,5.2244,2.834,-.479
38.14,4.5043,5.2458,2.8109,-.4857
38.145,4.5277,5.263,2.8294,-.4931
38.15,4.564,5.2886,2.808,-.5085
38.155,4.6013,5.3084,2.8622,-.5117
38.16,4.6519,5.3307,2.8408,-.5284
38.165,4.6843,5.3522,2.8612,-.5401
38.17,4.7226,5.3739,2.8054,-.5446
38.175,4.7648,5.3972,2.8184,-.5493
38.18,4.8086,5.4232,2.8233,-.5425
38.185,4.8579,5.4397,2.8745,-.5409
38.19,4.8987,5.4663,2.869,-.5558
38.195,4.9532,5.4897,2.8463,-.5848
38.2,5.0015,5.513,2.821,-.5959
38.205,5.0405,5.5354,2.8077,-.61
38.21,5.1001,5.5617,2.8233,-.6107
38.215,5.1468,5.5834,2.8907,-.6073
38.22,5.2036,5.6103,2.8469,-.6192
38.225,5.2516,5.6373,2.8356,-.6283
38.23,5.3051,5.6632,2.8463,-.6354
38.235,5.3544,5.6895,2.8343,-.6337
38.24,5.4057,5.7164,2.8567,-.6414
38.245,5.4686,5.7407,2.8271,-.6427
38.25,5.5108,5.7641,2.8664,-.6562
38.255,5.5769,5.7949,2.8226,-.6652
38.26,5.6243,5.8218,2.8534,-.6803
38.265,5.6801,5.8507,2.9403,-.6869
38.27,5.7339,5.8818,2.9134,-.7018
38.275,5.7806,5.9094,2.8927,-.7102
38.28,5.8419,5.9376,2.9027,-.7015
38.285,5.888,5.9665,2.9047,-.7052
38.29,5.9509,5.9953,2.8969,-.7238
38.295,6.0103,6.0236,2.9144,-.7348
38.3,6.0498,6.054,2.9112,-.7502
38.305,6.1131,6.0839,2.8437,-.758
38.31,6.1653,6.1144,2.9287,-.7669
38.315,6.2331,6.1442,2.9481,-.7611
38.32,6.2941,6.1776,2.9371,-.7654
38.325,6.3528,6.2084,2.8583,-.7662
38.33,6.4134,6.2405,2.8473,-.7721
38.335,6.4906,6.2717,2.8703,-.7786
38.34,6.5474,6.3051,2.9134,-.7949
38.345,6.6278,6.3353,2.9115,-.8028
38.35,6.6836,6.368,2.9241,-.8274
38.355,6.7614,6.4021,2.8966,-.843
38.36,6.8435,6.4368,2.832,-.837
38.365,6.8941,6.4695,2.8398,-.8478
38.37,6.9752,6.5036,2.8729,-.8713
38.375,7.0381,6.538,2.9173,-.8869
38.38,7.0984,6.5685,2.8982,-.9116
38.385,7.186,6.6116,2.9076,-.9181
38.39,7.2454,6.6473,2.9063,-.9197
38.395,7.333,6.683,2.8803,-.911
38.4,7.3829,6.7199,2.8943,-.9188
38.405,7.477,6.7582,2.9024,-.9447
38.41,7.5298,6.7945,2.9189,-.9587
38.415,7.6216,6.836,2.9475,-.9665
38.42,7.6933,6.8753,2.928,-.9898
38.425,7.7783,6.9155,2.9579,-1.0039
38.43,7.8399,6.957,2.9287,-.9947
38.435,7.9356,6.9972,2.9316,-1.0316
38.44,7.9927,7.0378,2.951,-1.045
38.445,8.0926,7.0741,2.9433,-1.0643
38.45,8.1662,7.1205,2.9559,-1.0743
38.455,8.2463,7.1633,2.917,-1.0773
38.46,8.3316,7.2078,2.9653,-1.0416
38.465,8.4212,7.2512,3.0023,-1.0667
38.47,8.5159,7.294,2.9621,-1.0907
38.475,8.6005,7.3359,3.024,-1.103
38.48,8.6933,7.3819,3.0325,-1.1075
38.485,8.7828,7.427,3.0571,-1.0931
38.49,8.8746,7.4727,3.0565,-1.104
38.495,9.0076,7.5136,3.3279,-1.0917
38.5,9.0332,7.5587,3.4895,-1.0259
38.505,9.115,7.5986,3.7363,-.9481
38.51,9.1746,7.6301,3.9137,-.8448
38.515,9.2473,7.6648,4.0223,-.7428
38.52,9.2985,7.693,3.9426,-.6575
38.525,9.3368,7.7186,3.8751,-.5807
38.53,9.3774,7.742,3.8738,-.4779
38.535,9.4104,7.7585,3.8598,-.3974
38.54,9.4377,7.7747,3.8307,-.3152
38.545,9.4559,7.7861,3.8346,-.2281
38.55,9.4692,7.7948,3.8495,-.1536
38.555,9.4834,7.7994,3.818,-.0971
38.56,9.4867,7.8026,3.8125,-.0283
38.565,9.4919,7.8036,3.7308,.0313
38.57,9.4899,7.8013,3.6403,.0842
38.575,9.4873,7.7968,3.4158,.1143
38.58,9.4912,7.7916,3.363,.1354
38.585,9.4782,7.7864,3.3175,.1465
38.59,9.4679,7.7815,3.2485,.1529
38.595,9.4461,7.7741,3.0941,.1289
38.6,9.4224,7.7695,3.0467,.1103
38.605,9.4053,7.7669,3.0065,.0931
38.61,9.401,7.7621,2.9128,.07
38.615,9.5236,7.7588,2.8771,.0539
38.62,9.5616,7.7562,3.0169,.0633
38.625,9.4137,7.7536,3.1054,.0695
38.63,9.3949,7.7514,3.1401,.0656
38.635,9.3991,7.7462,3.2413,.08
38.64,9.3968,7.7436,3.2621,.0988
38.645,9.3903,7.7397,3.2893,.1189
38.65,9.3868,7.7355,3.3266,.1488
38.655,9.3647,7.729,3.2786,.1741
38.66,9.3611,7.7209,3.2154,.1864
38.665,9.3475,7.7121,3.1547,.187
38.67,9.3326,7.7024,3.1113,.1841
38.675,9.293,7.6978,3.1632,.1652
38.68,9.283,7.6927,3.384,.1444
38.685,9.2852,7.6878,3.4161,.1271
38.69,9.2402,7.6836,3.2582,.0957
38.695,9.3835,7.681,3.0902,.0784
38.7,9.2703,7.679,3.0827,.0722
38.705,9.2418,7.6735,3.1398,.0768
38.71,9.2343,7.6713,3.1463,.0671
38.715,9.2262,7.6677,3.2452,.0727
38.72,9.2311,7.6648,3.2624,.0806
38.725,9.2259,7.6612,3.2803,.0964
38.73,9.2178,7.657,3.3425,.1247
38.735,9.2149,7.6618,3.3571,.1584
38.74,9.2055,7.6463,3.3043,.1679
38.745,9.2016,7.6401,3.2326,.1739
38.75,9.1883,7.6307,3.1966,.1878
38.755,9.1964,7.6265,3.0652,.1741
38.76,9.1643,7.619,3.0393,.155
38.765,9.1539,7.6109,2.9809,.1393
38.77,9.1344,7.6087,2.8693,.1158
38.775,9.0923,7.6041,2.8803,.1019
38.78,9.1072,7.6005,2.9364,.0986
38.785,9.0728,7.597,2.9867,.0907
38.79,9.088,7.595,2.9916,.073
38.795,9.1072,7.5934,3.0746,.0688
38.8,9.091,7.5889,3.1002,.0696
38.805,9.0854,7.5869,3.1074,.0769
38.81,9.0819,7.5834,3.1924,.092
38.815,9.0731,7.5788,3.2086,.1101
38.82,9.0601,7.5739,3.1765,.1177
38.825,9.0449,7.5697,3.1878,.1231
38.83,9.0348,7.5804,3.216,.1329
38.835,9.0176,7.56,3.2212,.1316
38.84,9.0228,7.5551,3.1226,.1214
38.845,9.0783,7.5493,3.073,.1103
38.85,9.1526,7.5467,3.0338,.1036
38.855,8.9988,7.5435,3.0127,.1002
38.86,8.9833,7.5402,3.0062,.0823
38.865,8.9813,7.5366,3.0467,.0716
38.87,8.9846,7.535,3.025,.0513
38.875,8.9836,7.5331,3.0756,.0454
38.88,8.9833,7.5315,3.12,.0484
38.885,8.9664,7.5289,3.1716,.0664
38.89,8.9622,7.5282,3.2621,.0803
38.895,8.9486,7.5182,3.2725,.0939
38.9,8.9437,7.5191,3.2293,.1027
38.905,8.9349,7.5152,3.1894,.1041
38.91,8.9284,7.51,3.1742,.1135
38.915,8.9434,7.5058,3.1272,.115
38.92,8.933,7.5023,3.0383,.1085
38.925,8.934,7.5013,2.9877,.0964
38.93,8.8804,7.4968,2.9533,.0884
38.935,8.9301,7.4909,2.9695,.0811
38.94,8.9093,7.488,3.0334,.0789
38.945,8.8869,7.4857,2.9965,.0698
38.95,8.8873,7.4835,3.0062,.0586
38.955,8.8785,7.4828,3.0607,.0544
38.96,8.8779,7.4792,3.0834,.0581
38.965,8.8811,7.4753,3.0895,.0539
38.97,8.8772,7.4744,3.0886,.0588
38.975,8.8655,7.4721,3.1547,.0743
38.98,8.8503,7.4685,3.1327,.0745
38.985,8.8457,7.4666,3.1109,.0714
38.99,8.8376,7.4702,3.158,.0785
38.995,8.9589,7.4594,3.1709,.0782
39,8.9547,7.4572,3.0902,.0658
39.005,8.9528,7.4559,3.0568,.0565
39.01,8.8467,7.4526,3.037,.051
39.015,8.8165,7.4507,3.0049,.0491
39.02,8.8165,7.4513,3.0208,.0373
39.025,8.8078,7.4471,3.0889,.0384
39.03,8.7997,7.4458,3.12,.0373
39.035,8.8013,7.4413,3.1255,.0322
39.04,8.799,7.4436,3.1418,.035
39.045,8.7997,7.4413,3.1713,.052
39.05,8.7977,7.4387,3.1817,.0672
39.055,8.801,7.4471,3.1576,.07
39.06,8.8045,7.4345,3.1275,.0734
39.065,8.799,7.4322,3.1327,.0794
39.07,8.8026,7.4322,3.0973,.0773
39.075,8.8016,7.4257,3.0727,.068
39.08,8.8058,7.4218,3.0318,.0667
39.085,8.7968,7.4209,3.0386,.0604
39.09,8.7767,7.4186,2.9527,.0504
39.095,8.7634,7.4163,2.9906,.0486
39.1,8.7523,7.415,3.0367,.0484
39.105,8.7465,7.4127,3.0756,.0497
39.11,8.7429,7.4118,3.0714,.0468
39.115,8.8649,7.4089,3.108,.0369
39.12,8.8749,7.4056,3.0659,.0324
39.125,8.751,7.4089,3.0201,.0243
39.13,8.8759,7.4082,2.9783,.0141
39.135,8.7559,7.4053,3.0409,.0241
39.14,8.7582,7.4059,3.1096,.0314
